,Sample,Question,Question Type,Question Type,Correct Grammar,Suggestions
VUE,Can pet parents book an appointment at a pet shop?,1,YN,,1,
VUG,Why are Pet Dental Products such a great product for your pets?,1,Why,,1,
VUI,The first indication of gum disease is bad breath or halitosis.,0,,,1,
VUN,What are some drug introducers into IV line?,1,What,,0,What are some drug introducers into the IV line?
VUQ,What do dogs have when they have their baby teeth?,1,What,,1,
VUR,What drug is introduced into the IV and how is it used?,1,What,,1,
VUW,What isn't an easy way to say goodbye to your beloved animal companion?,1,What,,1,
VUY,"When it is difficult to say goodbye to a cherished pet, is it easy to say goodbye to a new person?",1,When,,1,
VVG,How can I deliver my dog's remains to a veterinarian?,1,How,,1,
VVH,What are examples of pet that are not sensitive at this age?,1,What,,0,What are examples of pets that are not sensitive at this age?
VVI,"If a dog chews on something harder than the enamel, it will be what?",1,What,,1,
VVK,You can begin brushing a catâ€™s teeth as early as 8 weeks of age.,0,,,1,
VVM,What dog does good home care for their teeth?,1,What,,1,
VVP,How hard is it for a boy to get a dog to hospital?,1,How,,0,How hard is it for a boy to get a dog to the hospital?
VVQ,Do you need a professional cleaning after recovery?,1,YN,,1,
VVT,What is a condition that happens when your body can't use glucose?,1,What,,1,
VVU,What sugar do diabetic dogs need to eat before taking insulin?,1,What,,1,
VVX,For most creatures it feels like they are drifting off.,0,,,0,"For most creatures, it feels like they are drifting off."
VWC,What is a common cause of hind leg weakness?,1,What,,1,
VWD,Who has dedicated their lives to helping pet parents say goodbye to their loved ones?,1,Who,,1,
VWF,An article by Wilson (2019) reviewed research on this topic and found that the problem with continued use of apple cider vinegar is that it will erode the enamel layer of your teeth.,0,,,0,An article by Wilson (2019) reviewed research on this topic and found that the problem with the continued use of apple cider vinegar is that it will erode the enamel layer of your teeth.
VWI,a.),0,,,1,
VWO,Who is responsible for placing pets into anesthesia?,1,Who,,1,
VWT,If a pet tolerates having their teeth brushed twice a day then that will greatly help to maintain good oral health between professional cleanings.,0,,,1,
VWV,What will some pet insurers cover?,1,What,,1,
VWY,What are the meanings of hospice care and palliative care?,1,What,,1,
VXD,These poisons may persist in their skeletal remains for decades.,0,,,1,
VXF,"When glucose rises to a certain level, what does glucose overflow into?",1,What,,1,
VXH,What type of provider can you contact with your pet?,1,What,,1,
VXI,What is a good idea for a cat toothbrush?,1,What,,1,
VXL,"How can I find the cause and effect of my problems, if l'oise is the cause of the problem, why should I do this?",1,How,Why,1,
VXM,What type of questions are there in Quora?,1,What,,0,What types of questions are there in Quora?
VXO,How can you do the care?,1,How,,1,
VXP,What breed cats and dogs are more susceptible to specific diseases? What are some signs that they're having problems?,1,What,,0,What breeds of cats and dogs are more susceptible to specific diseases? What are some signs that they're having problems?
VXQ,How can plaque and tartar be removed from the mouth?,1,How,,1,
VXU,What is harder than enamel when a dog chews it?,1,What,,1,
VXV,What are some serious health issues that can lead to significant pain and infections?,1,What,,1,
VXX,What is the euthanasia process?,1,What,,1,
VXY,What kinds of changes do pets appear to have?,1,What,,1,
VYA,Where can I find a list of effective products?,1,Where,,1,
VYI,What type of treatment can include insulin injections and dietary manipulation?,1,What,,1,
VYP,What is the home hospice?,1,What,,0,What is home hospice?
VYR,Does caring for your pet's teeth at home count as a responsibility?,1,YN,,0,Does caring for your pet's teeth at the home count as a responsibility?
VYS,Why does Diabetes insipidus develop in women?,1,Why,,1,
VYV,When does diabetes occur?,1,When,,1,
VZB,What is afterlife care?,1,What,,1,
VZC,What are the pros and cons of taking pre-surgical test?,1,What,,0,What are the pros and cons of taking a pre-surgical test?
VZF,How long does the bristle make?,1,How,,1,
VZI,What are ad hoc procedures? Where are they performed?,1,What,Where,1,
VZJ,What is the same anesthetic used during surgery?,1,What,,1,
VZS,What are the options available for Palliative Care?,1,What,,1,
VZT,What type of person can you contact to care for your dog?,1,What,,1,
VZV,Less effective than brushing is using a medical dental diet dog food that will scrape the teeth during chewing and reduce the bacterial load in the mouth.,0,,,0,Less effective than brushing is using a medical dental diet of dog food that will scrape the teeth during chewing and reduce the bacterial load in the mouth.
VZY,Is there any cause for baby teeth to be born?,1,YN,,1,
WAA,How should anesthesia protocols be developed?,1,How,,1,
WAC,Do you find it easy to say goodbye to your animal companion?,1,YN,,1,
WAF,What are some wonderful ways to memorialize a pet?,1,What,,1,
WAN,Which type of urns can be purchased?,1,Which,,1,
WAR,What is the best place for plaque bacteria to multiply?,1,What,,1,
WAS,What do they respond to me in their usual ways?,1,What,,0,How do they respond to me in their usual ways?
WAW,"This means that several pets will be cremated simultaneously, with the cremated remains mixed together.",0,,,0,"This means that several pets will be cremated simultaneously, with the cremated remains mixed."
WAY,What are some things that a pet owner can do to ensure that their dog's health is safe?,1,What,,1,
WBC,"Plaque bacteria is a factor in dogs and cats, and what removes plaque bacteria from the tooth surface is brushing.",0,,,1,
WBD,"How does thirst increase, weight loss?",1,How,,0,"How does thirst increase, and weight loss?"
WBF,What is the key to managing diabetic animals to keep your pet's blood sugar near normal levels and avoid too high or too low levels that can be what?,1,What,,1,
WBG,What's the best exercise routines for cats?,1,What,,0,What are the best exercise routines for cats?
WBK,What is the case when a veterinarian has his/her own aftercare provider on-site?,1,What,,0,What is the case when a veterinarian has his/her aftercare provider on-site?
WBO,What could be the energy source that the body uses?,1,What,,1,
WBQ,Why should you spend time alone with your pet?,1,Why,,1,
WBT,What is painful?,1,What,,1,
WBW,What are the different types of infections?,1,What,,1,
WBY,What is recommended for the aftercare provider offering direct client services?,1,What,,1,
WBZ,"If you want to bury your pet it is important that you check local bylaws, as it is illegal in some jurisdictions to bury a pet in urban or suburban areas.",0,,,1,
WCD,Can parents take pets to see them?,1,YN,,1,
WCH,What are some examples of the euthanasia process?,1,What,,1,
WCI,What type of pet should be monitored for long-term complications such as cataracts?,1,What,,1,
WCL,What type of questions do you ask?,1,What,,1,
WCO,What can we give to the orally?,1,What,,1,
WCP,What can cause adult teeth in the mouth to set into an improper position?,1,What,,1,
WCR,Does your dog have a lower appetite or activity level? What should you ask your vet to re-assess the tooth?,1,YN,What,1,
WCT,"If requested, we will provide a lock of hair.",0,,,1,
WCX,What is the procedure for a pet leaving during cremation?,1,What,,1,
WDC,Why are dogs more likely to age-related diseases?,1,Why,,0,Why are dogs more likely to have age-related diseases?
WDJ,What should you ask your vet for to come in to check your dog's teeth for a gap?,1,What,,0,What should you ask your vet to come in to check your dog's teeth for a gap?
WDM,How often do you need a dental x-ray for a dog?,1,How,,1,
WDO,What are some criteria that can help you decide if they are beneficial or may prolong suffering?,1,What,,1,
WDP,"The quicker the process, the better it is for the pet and owner.",0,,,1,
WDQ,"What's a better chance for your pet to have a longer, healthier life?",1,What,,1,
WDR,How often can a cat scratch it's teeth?,1,How,,0,How often can a cat scratch its teeth?
WDU,Where can I take my cat(s) straight to a pet store?,1,Where,,1,
WEG,"While I cannot comment on your cost question, I can give you some general information about dental assessments and cleaning.",0,,,1,
WEK,Having the teeth examined yearly by a veterinarian provides an opportunity to address any ongoing problems with the teeth and gum along with the help of the pet parent to prevent potentially serious issues in the future.,0,,,1,
WEL,The long-term use of medications containing corticosteroids is also a risk factor for diabetes.,0,,,1,
WEQ,What is the exact mechanism used to keep dogs and cats happy?,1,What,,1,
WEU,"Iâ€™ll caution you about going with the cheapest price because it may not include very important supportive medications or procedures such as IV fluids, pain medication, a collar, post-surgical medications and more.",0,,,1,
WEX,Why should you avoid anesthesia when treating a dog?,1,Why,,1,
WFE,Where can I get pet specific toothbrushes online?,1,Where,,0,Where can I get pet-specific toothbrushes online?
WFG,What isn't easy to say goodbye to a cherished animal companion?,1,What,,0,Why isn't easy to say goodbye to a cherished animal companion?
WFI,What is a type of question/question?,1,What,,1,
WFL,"Saline solution is injected into the catheter, followed by a mild sedative.",0,,,0,"A saline solution is injected into the catheter, followed by a mild sedative."
WFP,How are urine tests sometimes used in diabetic monitoring?,1,How,,1,
WFQ,What is Insulin Pump?,1,What,,1,
WFR,What is most important part of a dog's dental health assessment?,1,What,,0,What is the most important part of a dog's dental health assessment?
WFS,"If you see any of the signs of diabetes, your pet should be examined by what?",1,What,,1,
WFT,There are products that can be directly applied by the pet owner such as a gel or rinse.,0,,,0,Some products can be directly applied by the pet owner such as a gel or rinse.
WFV,What are the diagnostic criteria for diabetes?,1,What,,1,
WFX,What is the best blood glucose curve?,1,What,,1,
WGE,Can a veterinarian examine baby teeth after six months?,1,YN,,1,
WGJ,What are the other species of brachycephalic animals?,1,What,,1,
WGO,Why are some older dogs in need of a cleaning?,1,Why,,0,Why are some older dogs in need of cleaning?
WGW,You will also need to regularly check your petâ€™s blood and urine sugar levels.,0,,,1,
WHB,Iâ€™m not sure if I fully understand what has happened based on your question.,0,,,1,
WHC,When will the pets be cremated?,1,When,,1,
WHF,"If a pet does not allow you to manage their mouth or is not physically able, what would be the best company or product for a product that is taken in through feeding?",1,What,,0,"If a pet does not allow you to manage its mouth or is not physically able, what would be the best company or product for a product that is taken in through feeding?"
WHJ,Why do most dogs have a dental infection?,1,Why,,0,Why do most dogs have dental infections?
WHM,"What causes thirst, increased appetite, and weight loss?",1,What,,1,
WHR,"Is your dog over 6 months old and teeth are falling out, what is the term of a serious dental condition?",1,YN,What,0,"If your dog is over 6 months old and teeth are falling out, what is the term of a serious dental condition?"
WHS,Why is it okay for pets to live their whole life?,1,Why,,1,
WHU,What causes your body to breakdown fat and muscle tissue?,1,What,,0,What causes your body to break down fat and muscle tissue?
WIC,What are the deciding factors when it comes to teeth cleaning for my pet?,1,What,,1,
WIH,What are the different sizes of body bags? What are some examples?,1,What,,1,
WIJ,"Cremation is the process of reducing the body to ash and bone particles through the application of direct flame and intense heat (around 800 Å´ 1,000 degrees Celsius).",0,,,1,
WIM,How can I get my dog to get insulin in 6 to 8 weeks?,1,How,,1,
WIW,What is important to verify with each pet insurance company?,1,What,,1,
WJB,What can the pet owner apply directly for a new pet?,1,What,,1,
WJD,How do I define aftercare differently depending on my type of care?,1,How,,1,
WJE,What question should you ask your veterinarian first before acting on his or her recommendations?,1,What,,1,
WJG,How do they respond to me?,1,How,,1,
WJI,Why has coconut oil been found to be toxic for animals?,1,Why,,1,
WJN,What are the warning signs and symptoms of clotting disorders?,1,What,,1,
WJO,What is the best diet to reduce urine waste?,1,What,,1,
WJP,What can be managed acutely with the administration of sugar syrup to gums?,1,What,,1,
WJW,What type of poison does multi-organ damage?,1,What,,1,
WKA,What does a vet make to make you submit to perform euthanasia?,1,What,,1,
WKB,What are good ways to prevent the death of pets if they are mistreated?,1,What,,1,
WKD,What does hospice typically involve in a home setting?,1,What,,1,
WKG,What do we try to send to clients?,1,What,,1,
WKM,A portion of the proceeds goes towards research for animals.,0,,,1,
WKS,What can a small animal and its people get in a plastic cadaver bag?,1,What,,1,
WKY,"If adult teeth do not appear, what should you consult your veterinarian?",1,What,,0,"If adult teeth do not appear, should you consult your veterinarian?"
WKZ,What are the most commonly used blood glucose curves?,1,What,,1,
WLB,What do we recommend you call in advance?,1,What,,1,
WLC,What kind of pet do you still have?,1,What,,1,
WLD,Why does a dentist do a thorough oral exam?,1,Why,,1,
WLE,What does the American Kennel Club say about your dog?,1,What,,1,
WLG,"In diabetics, no matter what source of sugar or the amount of glucose in the blood is, what is not enough glucose transported into the body's cells?",1,What,,1,
WLI,How can a person with diabetes be diagnosed by detecting glucose in their blood?,1,How,,1,
WLJ,How does diet affect my urine production?,1,How,,1,
WLM,What does aftercare providers deal with?,1,What,,0,What do aftercare providers deal with?
WLR,What are sterile water solutions (green ones) as being the liquid form of natural decomposition?,1,What,,1,
WMF,When is euthanasia usually scheduled?,1,When,,1,
WMG,What is the best chance of reducing the rate of tartar buildup?,1,What,,1,
WMP,How much money does euthanasia cost to the country?,1,How,,0,How much money does euthanasia cost the country?
WMQ,There are many disease processes that you can find in blood work but the patient is showing no clinical symptoms of them.,0,,,1,
WMR,How much water is used for the use of aquamation?,1,How,,0,How much water is used for the use of Aquamation?
WMU,"If you've noticed any other signs of diabetes, be sure to see your pet! Who are they looking for?",1,Who,,1,
WMY,What should I have the commitment to perform?,1,What,,0,What should I commit to performing?
WND,Is there any treatment for muscular nasties in your dog?,1,YN,,1,
WNI,When are insulin pellets available?,1,When,,1,
WNJ,What is the pump where glucose reaches a certain level and why?,1,What,,1,
WNN,Why are there so many reasons for bad breath?,1,Why,,1,
WNO,Who are the most helpful Pet Loss Counselors in Pennsylvania?,1,Who,,1,
WNT,What can be used at home if you are thinking of making a portable frying pan?,1,What,,1,
WNV,"As we have seen time and again on toothpaste commercials, teeth that are not taken care of can lead to a build-up of plaque that if left unchecked, can cause infection of the gums and loss of the bone that holds our teeth in place.",0,,,0,"As we have seen time and again in toothpaste commercials, teeth that are not taken care of can lead to a build-up of plaque that if left unchecked, can cause infection of the gums and loss of the bone that holds our teeth in place."
WNX,What are some things to do after brushing your cat teeth?,1,What,,0,What are some things to do after brushing your cat's teeth?
WNZ,Which one is the worst day of your life?,1,Which,,1,
WOC,What types of questions do people get?,1,What,,1,
WOH,What are the different kinds of questions?,1,What,,1,
WOO,"This behavior could be a sign of oral pain, and touching the face could cause them to snap or bite.",0,,,1,
WOS,What breed of pets do diabetic dogs have?,1,What,,1,
WOZ,What is a poem that helps a lot of clients feel comfortable with their decision for euthanasia?,1,What,,1,
WPA,How can I Treat Diabetes in my dog,1,How,,0,How can I treat diabetes in my dog?
WPD,What are some common problems encountered by our dogs?,1,What,,1,
WPG,What is a question of what type are they?,1,What,,0,What is the question of what type are they?
WPH,"If your dog chews more than the enamel, would you rather give him the chewing tongue?",1,YN,,1,
WPI,"Then you would consider treating with medication to reduce the reaction of the tissues, such as antibiotics, anti-inflammatories and pain medication.",0,,,1,
WPL,What infections do I have?,1,What,,1,
WPQ,I commend you for getting his dental issues addressed as it is often an overlooked part of pet healthcare.,0,,,1,
WPU,Do you vet your pets to ensure that it has a healthy lifespan?,1,YN,,1,
WPW,What is the aftercare option?,1,What,,1,
WPZ,I hope this is helpful for you.,0,,,0,I hope this is helpful to you.
WQA,What is added to the water of a tap for dental health?,1,What,,1,
WQC,When do I get a diagnosis?,1,When,,1,
WQE,What are the reasons for bad breath?,1,What,,1,
WQG,What should a two-month old puppy lose?,1,What,,0,What should a two-month-old puppy lose?
WQS,How do dogs' eyes stay open?,1,How,,1,
WQW,What is a professional purpose built pet body bag like EUTHABAG?,1,What,,0,What is a professional purpose-built pet body bag like EUTHABAG?
WQX,What are becoming more common practice?,1,What,,0,What is becoming a more common practice?
WQY,Pets are put under anesthesia and undergo a comprehensive oral health assessment and treatment (COHAT).,0,,,1,
WRA,What should I consult a vet as my pet ages?,1,What,,1,
WRG,Senior animals near the end of their lives may also qualify for what?,1,What,,1,
WRI,"In addition, diabetic pets should be monitored for long-term complications such as cataracts, which commonly develop in diabetic dogs and cats.",0,,,1,
WRK,What should be the rationale behind pre-surgical genetic testing?,1,What,,1,
WRQ,What can be challenging to exercise everyday with cats?,1,What,,0,What can be challenging to exercise every day with cats?
WRT,When will your pet be cremated?,1,When,,1,
WRU,Who can pick up my pet puppy from my house?,1,Who,,1,
WRY,Can you ask your veterinarian for an open vet?,1,YN,,1,
WSA,How long is it for bristles to be soft?,1,How,,1,
WSB,What is the best idea to send to clients?,1,What,,1,
WSC,What can care for all the people in your life?,1,What,,1,
WSD,What is the name of a provider accredited by International Association of Pet Cemeteries and Crematoriums?,1,What,,0,What is the name of a provider accredited by the International Association of Pet Cemeteries and Crematoriums?
WSE,Does every dog hospital require parents to request an appointment?,1,YN,,1,
WSF,What are causes of increased appetite in cats and weight loss?,1,What,,0,What are the causes of increased appetite in cats and weight loss?
WSH,What is diabetes diagnosed by measuring in the urine and blood?,1,What,,1,
WSM,What deciding factor when choosing a professional pet teeth cleaning company?,1,What,,1,
WSR,When is the premature teething cycle for dogs and cats normally done?,1,When,,1,
WSU,Which type of injections are not painful because they aren't deep?,1,Which,,0,Which type of injections is not painful because they aren't deep?
WTB,How do you detect oral cancer?,1,How,,1,
WTC,Does hospice provide a better quality of life (as opposed to a cure)?,1,YN,,1,
WTK,What do we form with our pets?,1,What,,1,
WTL,What causes an animal to lose consciousness in a few minutes?,1,What,,1,
WTM,What causes dental disease in dogs and cats?,1,What,,1,
WTN,When are the ad hoc procedures performed?,1,When,,1,
WTQ,"Typically, a private cremation indicates that the pet is cremated alone, with no other pets in the chamber.",0,,,1,
WTT,What are some good veterinary rules for pet ownership?,1,What,,1,
WTU,Can cats get labelled?,1,YN,,0,Can cats get labeled?
WTX,What are some potential providers of euthanasia?,1,What,,1,
WTZ,What is the different type of cat?,1,What,,1,
WUF,When is the same as anesthetic used in surgery?,1,When,,0,When is the same as an anesthetic used in surgery?
WUT,"Testing for diabetes includes confirming hyperglycemia and glycosuria while looking for other conditions by checking a CBC (anemia, infection), biochemistry profile (hepatic disease, pancreatitis) and a urinalysis (urinary tract infection).",0,,,1,
WVB,What would be the consequences if a dog asks to go outside and has incidents?,1,What,,1,
WVC,What causes a deciduous tooth to fall out on its own?,1,What,,1,
WVE,"Regardless of the cause, it sounds as though there is significant general oral pain.",0,,,1,
WVG,There are other causes of reduced appetite that could be occurring as well.,0,,,1,
WVI,"If you see any signs of diabetes, your pet should be examined?",0,,,0,"If you see any signs of diabetes, your pet should be examined."
WVL,"In your question, I believe you are saying that the veterinarian performed a canine tooth extraction rather than remove the deciduous or baby teeth.",0,,,0,"In your question, I believe you are saying that the veterinarian performed a canine tooth extraction rather than removing the deciduous or baby teeth."
WVT,What type of questions are asked?,1,What,,1,
WVW,How much water is needed in aquamation?,1,How,,0,How much water is needed in Aquamation?
WWE,We will have the owners sign the release form and pay for the services before the euthanasia is performed.,0,,,1,
WWF,What is the most general practice veterinarian's dental problem?,1,What,,1,
WWL,When do I need to sign a consent form?,1,When,,1,
WWN,Why are there so many people who have Diabetes and they feel that they cannot control their sugar levels?,1,Why,,1,
WWO,"After the liquid is safely released as wastewater, the mineral fragments are dried, powdered, placed in an urn, and given to the petâ€™s family.",0,,,1,
WWQ,Could an older animal qualify for care after a lifetime?,1,YN,,1,
WWY,If this truly upsets you then you could consider submitting a complaint against their license.,0,,,1,
WXF,How can a puppy lose its tooth?,1,How,,1,
WXL,It would certainly be a bit more costly.,0,,,1,
WXM,What can be applied directly by the dog owner?,1,What,,1,
WXN,What do veterinary practices make for clients?,1,What,,1,
WXP,Are you prepared to care for your dog?,1,YN,,1,
WXU,What are the remains of bone fragments and ashes known as?,1,What,,1,
WXX,What types of questions do you create?,1,What,,1,
WXY,What is the practical benefit of euthanasia?,1,What,,1,
WXZ,What are the symptoms of diabetes in cats?,1,What,,1,
WYA,What is the best way to plant trees?,1,What,,1,
WYD,What can be prevented with regular glucose monitoring?,1,What,,1,
WYE,What is the process of reducing the body to ash and bone particles?,1,What,,1,
WYI,What type of bags do most veterinarian clinics and aftercare providers use to transport and cremate pets?,1,What,,1,
WYJ,What is the main source of energy for the body's cells?,1,What,,1,
WYN,"If this seems impersonal, you can ask your vet or petÃ•s aftercare provider about the option of a tastefully designed dedicated pet body bag, such as EUTHABAG, for your beloved companion.",0,,,1,
WYP,"Although a diagnosis of diabetes is often relatively straightforward, your veterinarian may run additional blood tests to rule out other medical conditions seen in older pets.",0,,,1,
WYQ,How should I contact my vet if I have a question about our pet's health?,1,How,,1,
WYR,What do some aftercare providers attach to pet's remains from the time it is received and through the cremation process?,1,What,,0,What do some aftercare providers attach to a pet's remains from the time it is received and through the cremation process?
WYV,What diet is the most important and necessary?,1,What,,1,
WZC,What causes more pain or pleasure?,1,What,,1,
WZH,"Your dog is young and healthy and after performing pre-anesthetic bloodwork, a physical exam and any other testing your veterinarian recommends, I suspect that there will be no concerns with the procedure.",0,,,1,
WZI,"For example, your veterinarian may find another area of infection or tooth decay that would indicate the need to perform further unanticipated procedures.",0,,,1,
WZK,How many feet of soil should the top of the body be covered?,1,How,,1,
WZM,What is a chemical process called?,1,What,,1,
WZN,What is an example of animals that aren't sensitized to them at the age of 12?,1,What,,1,
WZP,What is a therapeutic trial?,1,What,,1,
WZY,Which is more bad than good days?,1,Which,,0,Which are worse than good days?
XAB,Why does hospice care for pets resembles caring?,1,Why,,1,
XAD,"What are some available toothpastes, both online and in-store at pet suppliers and at veterinary clinics?",1,What,,0,"What are some available toothpaste, both online and in-store at pet suppliers and veterinary clinics?"
XAH,"Whether they are facing a terminal illness or the final weeks of their lives, we may struggle with uneasy choices.",0,,,0,"Whether they are facing a terminal illness or in the final weeks of their lives, we may struggle with uneasy choices."
XAM,I always consider alternative formulations to mainstream or store-bought drugs and products.,0,,,1,
XAO,"When your dogs teeth are falling out, what is the term for a serious dental condition?",1,What,,0,"When your dog's teeth are falling out, what is the term for a serious dental condition?"
XAU,How are I diagnosed with diabetes by reading at blood pressure. How can I distinguish between diabetes and regular glucose?,1,How,,0,How am I diagnosed with diabetes by reading at blood pressure? How can I distinguish between diabetes and regular glucose?
XAV,When will insulin be available?,1,When,,1,
XBA,Are there no insulin pumps available for humans?,1,YN,,1,
XBC,What are some examples of a brain overactivity in a puppy?,1,What,,0,What are some examples of brain overactivity in a puppy?
XBF,How can I increase my brushing habit?,1,How,,1,
XBK,Is diabetes an incurable disease?,1,YN,,1,
XBN,How do cats differ from other animals?,1,How,,1,
XBO,What is a professional purpose-built pet body bag like ethiabag?,1,What,,0,What is a professional purpose-built pet body bag like Euthabag?
XBP,What can be the effects of neurotransmitters on nerve endings?,1,What,,1,
XBS,What is pet specific toothbrush available for and why?,1,What,,0,What is a pet-specific toothbrush available for and why?
XBT,What would be the diet for diabetic dogs?,1,What,,1,
XBW,Does routine dental cleaning help with tooth decay?,1,YN,,1,
XCB,"What are the symptoms of Lethargy, seizures and coma?",1,What,,1,
XCE,"Consider details, including what you would like your pet transported in.",1,What,,1,
XCG,What can cause discoloration to the cremains?,1,What,,0,What can cause discoloration in the cremains?
XCJ,"How can an abnormal pancreas upset the insulin secretion, leading to blood sugar instability?",1,How,,0,"How can an abnormal pancreas upset insulin secretion, leading to blood sugar instability?"
XCL,Do dogs with weak teeth chew on dirt?,1,YN,,1,
XCO,What are the signs of redness in your gums?,1,What,,1,
XCP,What is the indication of a redness on the gums?,1,What,,0,What is the indication of redness on the gums?
XCU,What are some questions that must be asked in English?,1,What,,1,
XCV,What's the first sign of oral cancer?,1,What,,1,
XCX,How does your pet feel during this time?,1,How,,1,
XDD,It needs to be removed with an ultrasonic scaler under a general anesthetic which allows cleaning beneath the gumline which will help control the gingivitis.,0,,,1,
XDG,What causes plaque buildup?,1,What,,1,
XDH,How long does it take for adult teeth to grow in dogs and cats?,1,How,,1,
XDP,"Since we are all animals, we feel like we're drifting to where?",1,Where,,1,
XDT,Why do you think the American College of Veterinary Dentistry does what it does?,1,Why,,1,
XDX,How often does a pet lose control of their bowels?,1,How,,0,How often does a pet lose control of its bowels?
XDY,What do dogs do when they erupt in their mouth?,1,What,,1,
XEA,What type of overgrowth is the top tooth that is second to the left of the large canine tooth?,1,What,,1,
XEE,What kinds of questions do you ask people and why?,1,What,Why,1,
XEG,What is a professional purpose-built pet body bag like EUTHABAG?,1,What,,1,
XEJ,What types of dental problem are often overlooked?,1,What,,0,What types of dental problems are often overlooked?
XEK,Is it possible to meet the food and care needs of your pet?,1,YN,,1,
XEW,Can I pre-arrange my petÃ•s aftercare?,1,YN,,1,
XFA,What is important to verify with each pet insurer?,1,What,,1,
XFD,Which animal or pet has diabetes?,1,Which,,1,
XFE,What is the name of a poem that help a lot of clients feel comfortable with their decision for euthanasia?,1,What,,0,What is the name of a poem that helps a lot of clients feel comfortable with their decision for euthanasia?
XFG,What should we do for a urine test?,1,What,,1,
XFJ,What is a sedative to sedate a pet?,1,What,,1,
XFK,What is the single most important energy source in our body?,1,What,,1,
XFL,What type of pets do diabetic pet owners have?,1,What,,1,
XFN,There is a condition that cats can get called feline stomatitis which is an inflammation of the oral tissues.,0,,,1,
XFR,These products are available through pet suppliers both online and in-store as well as at veterinary clinics.,0,,,1,
XFS,Is it time for your pet to get a general cleaning?,1,YN,,1,
XFT,How old are diabetic dogs?,1,How,,1,
XFX,It can be incredibly painful but often our pets will hide their pain and continue to eat and do normal activities.,0,,,1,
XGC,Why can't I deliver my dog's remains in a veterinary clinic?,1,Why,,0,Why can't I deliver my dog's remains to a veterinary clinic?
XGD,"In some cases, an animalâ€™s eyes may stay open.",0,,,1,
XGE,"As the euthanasia medication takes effect, your petâ€™s muscles will relax.",0,,,1,
XGF,Why do you brush a cat's teeth?,1,Why,,1,
XGM,How do you begin an evening of daily home care when your dog is recovering from surgery?,1,How,,1,
XGN,What are some conditions that occur when the body can not use glucose?,1,What,,1,
XGP,What is the same anesthetic as surgery?,1,What,,1,
XGS,"Occasionally, puppy losing teeth can experience discomfort when they lose their deciduous (â€œbabyâ€) teeth and the permanent teeth erupt.",0,,,0,"Occasionally, puppies losing teeth can experience discomfort when they lose their deciduous (â€œbabyâ€) teeth and the permanent teeth erupt."
XGT,What does the American College for Vegetarian Dentistry do?,1,What,,1,
XGU,What is important that changes in dosage and frequency of insulin injections only be made by a veterinarian?,1,What,,1,
XGW,What is the name of the euthanasia drug that you introduced to your pet?,1,What,,1,
XGX,How can I make final arrangements for a pet?,1,How,,1,
XHA,The dog is trying to get rid of sugar by sending it out through what?,1,What,,1,
XHB,What is the actual cost of euthanasia?,1,What,,1,
XHI,What is a purchase option that can be customized in advance?,1,What,,1,
XHR,"However, providing care to chronic dental disease can bring a pet with dramatically improved quality and longevity.",0,,,0,"However, providing care for chronic dental disease can bring a pet dramatically improved quality and longevity."
XHS,How does something in the gums cause infection?,1,How,,1,
XHT,What is the cause of excessive drinking and urine?,1,What,,1,
XHX,How does my cat feel?,1,How,,1,
XHZ,What does veterinary practice do for their clients?,1,What,,1,
XIB,What are another things that you can try at a pet supplier?,1,What,,0,What are other things that you can try at a pet supplier?
XIF,Is Euthanasia an viable alternative to cremation?,1,YN,,0,Is Euthanasia a viable alternative to cremation?
XIH,What causes weakness on the hind leg?,1,What,,0,What causes weakness in the hind leg?
XII,What is the only reversible oral disease?,1,What,,1,
XIJ,How long does it take for dogs to be regulated?,1,How,,1,
XIL,Why do some pets need anesthesia?,1,Why,,1,
XIM,How can canine teeth function with today's diets?,1,How,,1,
XIN,What type of dog should one adopt and how many?,1,What,,1,
XIU,Who can pick up our pet?,1,Who,,1,
XJD,How can I contact my dog's carer?,1,How,,1,
XJJ,What is a good place for plaque bacteria to anchor themselves?,1,What,,1,
XJK,What are some nice questions to ask your veterinarian?,1,What,,1,
XJO,"This process is most like the natural decomposition process that occurs after burial, but is accelerated with a solution of 95% water and 5% alkali heated to around 200á¸‚F that is gently circulated in the stainless steel vessel during the process.",0,,,0,This process is most like the natural decomposition process that occurs after burial but is accelerated with a solution of 95% water and 5% alkali heated to around 200á¸‚F that is gently circulated in the stainless steel vessel during the process.
XJP,Can senior animals qualify for the study program?,1,YN,,1,
XJR,What is overall oral health assessment?,1,What,,0,What is an overall oral health assessment?
XJS,What was your worst day of life?,1,What,,0,What was the worst day of your life?
XJV,How do regular dental cleanings prevent the spread of dental disease?,1,How,,1,
XKA,Can bacteria cause tooth decay?,1,YN,,1,
XKE,How do you give cats a human toothpaste?,1,How,,0,How do you give cats human toothpaste?
XKI,How is urine test used for good and bad diabetics?,1,How,,0,How is a urine test used for good and bad diabetics?
XKM,"What option is often requested by families, siblings or co-owners?",1,What,,1,
XKY,What are some of the types of questions asked?,1,What,,1,
XLL,What is the first sign of blood clotting disorders?,1,What,,1,
XLO,What are the components of a hospice or palliative care plan?,1,What,,1,
XLR,How does suffering reduce suffering?,1,How,,1,
XLV,What do American Kennel Clubs have to say about their dog?,1,What,,1,
XLZ,How does hospice care about dying?,1,How,,1,
XMC,"If pets pass away at home, owners are welcome to bring them to the hospital to await pickup for cremation.",0,,,1,
